run_num	trial_num	hand	key_yes	key_no	trial_dur	iti_dur	story	question	options	trial_type	condition	story_dur	question_dur	text_height	display_trial_feedback	start_time	end_time	real_start_time	start_ttl	start_ttl_time	response	rt	correct
6	0	left	4	3	14	1	"Jill had just moved into a new flat and bought curtains for her bedroom. After decorating, her best friend Lisa visited. Jill gave her a tour and asked, “How do you like my bedroom?”
“Those curtains are horrible,” Lisa said."	Did anyone say something they shouldn't have said or something awkward?	Yes, No	1	social	10	4	1.25	True	0	15	253.00023245834743	231	0.0040929582901299	3	3.0312864584848285	False
6	1	left	4	3	14	1	"Louise went to the butcher and asked, “Do you have any free-range chickens?”
The butcher nodded and began wrapping a roasted chicken.
“Excuse me,” Louise said, “I asked for free-range.”
“Oh sorry,” the butcher replied, “we’re all out.”"	Was Louise at school?	Yes, No	2	control	10	4	1.25	True	15	30	268.00002216664143	244	0.7035412499681115	4	2.522152124904096	False
7	0	left	4	3	14	1	Sally, a three-year-old girl with short blonde hair was at her Aunt Carol's house. A neighbour, Mary, rang the doorbell and Carol answered. Mary looked at Sally and said, “Oh, I don’t think I’ve met this little boy. What’s your name?”	Did anyone say something they shouldn't have said or something awkward?	Yes, No	1	social	10	4	1.25	True	0	15	113.00024800002576	103	0.8031307500787079	4	2.636981916613877	True
7	1	left	4	3	14	1	Emma was leaving the office when she noticed it was raining. She reached for her umbrella but realized she had left it at home. “I’ll just run,” she thought, and hurried to the bus stop.	Did Emma bring her umbrella?	Yes, No	2	control	10	4	1.25	True	15	30	128.00004587508738	117	0.4028826248832047	4	2.405055374838412	False
8	0	left	4	3	14	1	Sophia baked a chocolate cake for her grandmother’s birthday. When her cousin Alex saw the cake, he said, “Oh great, cake! I love all cake apart from chocolate cake.” Sophia frowned and said, “Oh, it’s grandma’s favorite.”	Was the cake for Sophia's grandma?	Yes, No	1	control	10	4	1.25	True	0	15	253.00043241656385	231	0.0054315000306814	3	1.369228333234787	False
8	1	left	4	3	14	1	"Joan took her dog, Zack, to the park and threw a stick for him. Pam, a neighbor, passed by and asked, “Want to walk home together?”
“Sure,” said Joan. She called Zack but he was busy chasing pigeons. “Nevermind, we’ll stay” Joan added."	Did anyone say something they shouldn't have said or something awkward?	Yes, No	2	social	10	4	1.25	True	15	30	268.00006354157813	244	0.7049131251405925	4	1.2887421250343325	False
9	0	left	4	3	14	1	"Kim’s cousin Scott was coming to visit, and Kim made an apple pie for him. After dinner, she said, “I made a pie just for you.”
“Mmmm,” Scott replied. “It smells great! I love pies—except for apple, of course.”"	Did anyone say something they shouldn't have said or something awkward?	Yes, No	1	social	10	4	1.25	True	0	15	218.00023370818235	199	0.2088120416738093	4	2.2527905830647796	True
9	1	left	4	3	14	1	Liam ordered a cappuccino at the café. When his drink arrived, he saw it was a latte. “Excuse me,” he said, “I ordered a cappuccino.” The barista apologized and quickly made the right drink.	Did Liam get the correct drink first?	Yes, No	2	control	10	4	1.25	True	15	30	233.00002645817585	212	0.9083445414435118	3	2.306012791581452	True
10	0	left	4	3	14	1	"Jeanette gave Anne a crystal bowl as a wedding gift. A year later, at Anne’s for dinner, Jeanette accidentally broke the bowl.
“I’m sorry,” Jeanette said.
“Don’t worry,” Anne replied. “I never liked it anyways. Someone gave it to me.”"	Did anyone say something they shouldn't have said or something awkward?	Yes, No	1	social	10	4	1.25	True	0	15	78.00029095821083	71	1.0028238331433386	4	2.470398541772738	True
10	1	left	4	3	14	1	At the office, Jake saw his coworker Lily with a big smile. “Congrats on your promotion!” he said. Lily’s face fell. “I didn’t get it,” she replied. “Oh,” Jake muttered, and walked away.	Did Lily get the promotion?	Yes, No	2	control	10	4	1.25	True	15	30	93.00006308336742	85	0.6027322919107974	3	1.306821041740477	True
11	0	left	4	3	14	1	Joanne, who had a big role in last year’s play, auditioned for the lead this spring. Checking the cast list, she saw she’d gotten a minor role. When she ran into her boyfriend he said “You must be disappointed.” Joan replied “Yes, I am”	Did anyone say something they shouldn't have said or something awkward?	Yes, No	2	social	10	4	1.25	True	0	15	148.001971708145	135	0.6221446248237044	3	1.3972021664958447	True
11	1	left	4	3	14	1	Oliver was boarding a bus when the driver said, “Your ticket isn’t valid.” Oliver checked and realized he had used an old ticket by mistake. “Oops, my bad,” he said, handing over the correct one.	Was Oliver on a plane?	Yes, No	2	control	10	4	1.25	True	15	30	163.0000314998906	149	0.2204749584197998	3	0.9099752081092448	True
12	0	left	4	3	14	1	Emily was meeting her friend Alice’s boyfriend for the first time. While chatting, she said, “You and your brother don’t look alike at all!” Sam said. “He’s actually my boyfriend,” he said.	Did Alice bring her boyfriend?	Yes, No	1	control	10	4	1.25	True	0	15	78.00024487497285	71	1.0084550832398236	4	2.0263272498268634	True
12	1	left	4	3	14	1	Joe found a sailing book at the library. After checking his wallet he realized he’d left his library card at home. “I’m sorry,” he said to the librarian. She replied, “That’s OK. If you’re in the computer, you can check out with your driving license”	Did anyone say something they shouldn't have said or something awkward?	Yes, No	2	social	10	4	1.25	True	15	30	93.00004641641864	85	0.6083952081389725	3	1.6364652498159558	True
13	0	right	1	2	14	1	Jean West, a manager, called a staff meeting. “John Morehouse, our accountant, is very sick with cancer,” she said. The room fell silent. Robert arrived late, making a joke about illness. Jean cut him off, saying, “Let’s start the meeting.”	Did anyone say something they shouldn't have said or something awkward?	Yes, No	1	social	10	4	1.25	True	0	15	8.000224083429202	8	0.3013780417386442	1	1.676442958181724	True
13	1	right	1	2	14	1	Mia got home and reached into her bag, but her keys weren’t there. She checked again and sighed. “I must have left them at the café,” she thought. She called her friend, who found them on the table.	Did Mia find her keys at home?	Yes, No	2	control	10	4	1.25	True	15	30	23.000025666784495	21	1.0011499582324177	2	2.1113755414262414	True
14	0	right	1	2	14	1	"Mike started at a new school. While in a bathroom stall he overheard Joe and Peter at the sinks.
“Doesn’t the new guy, Mike, look weird? And he’s so short!” Joe said.
Mike emerged.
“Oh hi, Mike!” Peter said. “Are you going out to play?”"	Did anyone say something they shouldn't have said or something awkward?	Yes, No	1	social	10	4	1.25	True	0	15	78.00023283343762	71	1.002619333099574	2	2.5877390417736024	False
14	1	right	1	2	14	1	Laura gave her friend Nina a handmade scarf for her birthday. Nina unwrapped it and said, “Oh… this is nice. My grandma used to make scarves like these, but I never really wore them.” Laura forced a smile.	Did Nina like the gift?	Yes, No	2	control	10	4	1.25	True	15	30	93.00005233334376	85	0.6025912500917912	2	1.8367081666365264	True
15	0	right	1	2	14	1	"Vicky was at Oliver’s party, talking to him when a neighbor approached. The woman said, “Hello. I’m Maria, what’s your name?”
“I’m Vicky,” she replied.
“Would anyone like a drink?” Oliver asked."	Was Vicky at home?	Yes, No	2	control	10	4	1.25	True	0	15	358.00021254178137	326	0.5023741251789033	2	1.7139223332051188	True
15	1	right	1	2	14	1	"At Fernhaven Elementary, Christine entered a story competition but didn’t win. Her classmate Jake won first prize.
Sitting with him the next day, Jake said, “The other stories were terrible.”
Christine asked, “Where will you put your trophy?”"	Did anyone say something they shouldn't have said or something awkward?	Yes, No	1	social	10	4	1.25	True	15	30	373.000025624875	340	0.102194249862805	1	1.8525939169339836	True
16	0	right	1	2	14	1	"Helen's husband planned a surprise birthday party. He warned Sarah, ""Don't tell Helen."" While with Helen, Sarah spilled coffee on her dress and said, ""Oh! I was wearing this to your party!"" ""What party?"" Said Helen."	Was the surprise party for Helen?	Yes, No	1	control	10	4	1.25	True	0	15	358.00022945855744	326	0.502320958301425	1	2.8688462916761637	True
16	1	right	1	2	14	1	"Tim spilled coffee on the floor at a restaurant. The waiter said, “I’ll get you another cup,” and left.
Tim approached Jack, a customer by the cashier, and asked, “I spilled coffee by my table. Can you mop it up?”"	Did anyone say something they shouldn't have said or something awkward?	Yes, No	1	social	10	4	1.25	True	15	30	373.0000438336283	340	0.10199641669169068	1	2.6420147081371397	True
