run_num	key_true	key_false	trial_type	trial_num	hand	trial_dur	iti_dur	story	question	condition	answer	story_dur	question_dur	text_height	reward_value	reward_cue	reward_cue_dur	display_trial_feedback	start_time	end_time	real_start_time	start_ttl	start_ttl_time	response	rt	correct	points_earned
7	1	2	0	0	right	15	0	Annie tells Carl that she has to work late.  Instead, Annie arrives home before Carl to  surprise him for his birthday. Carl goes  out with his friends straight after work, arriving home late. 	"Annie knows that Carl
is out with his friends

True or False"	belief	False	10	4	1.25	3	3	1	True	0	15	78.00068854166602	0	78.0006895833285	1	1.564998375004507	False	0
7	1	2	1	1	right	15	0	The professor asked his graduate student to present her work at a conference.  The student is sick on the day of the conference and she asks a  colleague to present the work instead. 	"The professor's graduate student 
does not give the presentation

True or False"	photo	True	10	4	1.25	1	1	1	True	15	30	93.0005549583293	0	93.00055604166846	1	2.367273333336925	True	1
8	1	2	1	0	right	15	0	Josh tells Adam that he will meet  him at the game later that day.  At the last minute, Josh is called into work and forgets to tell Adam.	"Adam cannot find Josh in the stadium

True or False "	belief	True	10	4	1.25	3	3	1	True	0	15	113.00070587499796	0	113.0007069166677	1	2.1270340833289083	True	3
8	1	2	0	1	right	15	0	Kate places her keys on the kitchen table  and goes to her bedroom to take a nap.  Her boyfriend sees Kate's keys and places them in her bag where she usually keeps them	"Kate wakes from her nap and 
looks for her keys in her bag

True or False"	photo	False	10	4	1.25	1	1	1	True	15	30	128.0005679583337	0	128.000569083335	1	2.092860416669282	False	0
9	1	2	1	0	right	15	0	The morning of high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.	"Sarah gets ready assuming her
shoes are under the dress.

True or False "	belief	True	10	4	1.25	3	3	1	True	0	15	8.000795500003733	0	8.000796458334662	1	1.6231566249989555	True	3
9	1	2	1	1	right	15	0	Sargent famously painted the south bank of the river in 1885. In 1910 a huge dam was built, flooding out the whole river basin,  killing the old forests. Now the whole area is under water.	"In the painting the south bank of
the river is wooded. 

True or False "	photo	True	10	4	1.25	1	1	1	True	15	30	23.000598625003477	0	23.00059966666595	1	1.7089519166693208	True	1
10	1	2	0	0	right	15	0	Michael told Andrew that he was going hiking for the day. An hour  into his walk, Michael hurts his leg and returns home	"Michael returns home that evening 
after a long day of hiking

True or False"	belief	False	10	4	1.25	3	3	1	True	0	15	253.00065587499557	0	253.00065691665804	1	1.8932050416624409	False	0
10	1	2	1	1	right	15	0	Tom leaves the house without letting  the dog out. Tom's neighbour hears  the dog barking and lets her into  the backyard.  Later, Tom arrives home from work. 	"Tom finds the dog in the backyard

True or False"	photo	True	10	4	1.25	1	1	1	True	15	30	268.00056595832575	0	268.0005670416649	2	1.6820552083227085	False	0
11	4	3	0	0	left	15	0	Amy leaves her sister in the library while she goes to class. Sometime thereafter, Amy's sister leaves the library to meet her friend on the other side of town. 	"Amy returns after class and 
finds her sister in the library

True or False"	belief	False	10	4	1.25	3	3	1	True	0	15	253.00069341666676	0	253.00069454166078	3	2.337957916657615	True	3
11	4	3	0	1	left	15	0	Paintings of the town in the early nineteenth century portray a bustling marketplace in the town square. In recent  years, the town square has been ruined by warfare. 	"Paintings of the town square depict 
ruins obliterated by warfare

True or False"	photo	False	10	4	1.25	1	1	1	True	15	30	268.0005422916656	0	268.0005433749975	3	2.894510291669576	True	1
